num,tag,parent_tag,depth,children
AssetsNoncurrent,Assets,2,InventoryNoncurrent|PropertyPlantAndEquipmentNet|OilAndGasPropertySuccessfulEffortMethodNet|OilAndGasPropertyFullCostMethodNet|LongTermInvestmentsAndReceivablesNet|Goodwill|IntangibleAssetsNetExcludingGoodwill|PrepaidExpenseNoncurrent|OtherAssetsNoncurrent|DerivativeInstrumentsAndHedgesNoncurrent|RegulatedEntityOtherAssetsNoncurrent|InvestmentsAndOtherNoncurrentAssets|DeferredCostsNoncurrentAbstract|DepositsAssetsNoncurrent|CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear|InsuranceReceivableForMalpracticeNoncurrent|DeferredTaxAssetsLiabilitiesNetNoncurrent|DeferredRentReceivablesNetNoncurrent|AssetsHeldInTrustNoncurrent|DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent|RestrictedCashAndInvestmentsNoncurrent|AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrentAbstract|AdvanceRoyaltiesNoncurrent|BusinessCombinationContingentConsiderationAssetNoncurrent|AmortizationMethodQualifiedAffordableHousingProjectInvestments
InventoryNoncurrent,AssetsNoncurrent,3,InventoryGasInStorageUndergroundNoncurrent|InventoryDrillingNoncurrent|OtherInventoryNoncurrent
InventoryGasInStorageUndergroundNoncurrent,InventoryNoncurrent,4,
InventoryDrillingNoncurrent,InventoryNoncurrent,4,
OtherInventoryNoncurrent,InventoryNoncurrent,4,
PropertyPlantAndEquipmentNet,AssetsNoncurrent,3,PropertyPlantAndEquipmentGross|AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment|LandAndLandImprovements|Land|LandImprovements|BuildingsAndImprovementsGross|MachineryAndEquipmentGross|FurnitureAndFixturesGross|CapitalizedComputerSoftwareGross|ConstructionInProgressGross|LeaseholdImprovementsGross|CapitalLeasedAssetsGross|PropertySubjectToOrAvailableForOperatingLeaseGross|TimberAndTimberlands|PropertyPlantAndEquipmentOther
PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,4,LandAndLandImprovements|BuildingsAndImprovementsGross|MachineryAndEquipmentGross|FurnitureAndFixturesGross|CapitalizedComputerSoftwareGross|ConstructionInProgressGross|LeaseholdImprovementsGross|CapitalLeasedAssetsGross|PropertySubjectToOrAvailableForOperatingLeaseGross|TimberAndTimberlands|PropertyPlantAndEquipmentOther
LandAndLandImprovements,PropertyPlantAndEquipmentNet,4,Land|LandImprovements
Land,PropertyPlantAndEquipmentNet,4,
LandImprovements,PropertyPlantAndEquipmentNet,4,
BuildingsAndImprovementsGross,PropertyPlantAndEquipmentNet,4,
MachineryAndEquipmentGross,PropertyPlantAndEquipmentNet,4,
FurnitureAndFixturesGross,PropertyPlantAndEquipmentNet,4,
CapitalizedComputerSoftwareGross,PropertyPlantAndEquipmentNet,4,
ConstructionInProgressGross,PropertyPlantAndEquipmentNet,4,
LeaseholdImprovementsGross,PropertyPlantAndEquipmentNet,4,
CapitalLeasedAssetsGross,PropertyPlantAndEquipmentNet,4,
PropertySubjectToOrAvailableForOperatingLeaseGross,PropertyPlantAndEquipmentNet,4,
TimberAndTimberlands,PropertyPlantAndEquipmentNet,4,
PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentNet,4,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,PropertyPlantAndEquipmentNet,4,
LandAndLandImprovements,PropertyPlantAndEquipmentNet,4,Land|LandImprovements
Land,PropertyPlantAndEquipmentNet,4,
LandImprovements,PropertyPlantAndEquipmentNet,4,
Land,PropertyPlantAndEquipmentNet,4,
LandImprovements,PropertyPlantAndEquipmentNet,4,
BuildingsAndImprovementsGross,PropertyPlantAndEquipmentNet,4,
MachineryAndEquipmentGross,PropertyPlantAndEquipmentNet,4,
FurnitureAndFixturesGross,PropertyPlantAndEquipmentNet,4,
CapitalizedComputerSoftwareGross,PropertyPlantAndEquipmentNet,4,
ConstructionInProgressGross,PropertyPlantAndEquipmentNet,4,
LeaseholdImprovementsGross,PropertyPlantAndEquipmentNet,4,
CapitalLeasedAssetsGross,PropertyPlantAndEquipmentNet,4,
PropertySubjectToOrAvailableForOperatingLeaseGross,PropertyPlantAndEquipmentNet,4,
TimberAndTimberlands,PropertyPlantAndEquipmentNet,4,
PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentNet,4,
OilAndGasPropertySuccessfulEffortMethodNet,AssetsNoncurrent,3,
OilAndGasPropertyFullCostMethodNet,AssetsNoncurrent,3,
